chr1	1173880	1173881	.	-1	-1	.	-1
chr1	1335276	1335277	.	-1	-1	.	-1
chr1	2528745	2528746	.	-1	-1	.	-1
chr1	5862811	5862812	.	-1	-1	.	-1
chr1	6101787	6101788	.	-1	-1	.	-1
chr1	8352397	8352398	chr1	8342166	8377052	0.377	1
chr1	10636604	10636605	chr1	10627314	10637740	0.545	1
chr1	11785723	11785724	chr1	11783437	11801745	0.642	1
chr1	11845709	11845710	chr1	11845360	11846283	0.043	1
chr1	11857464	11857465	.	-1	-1	.	-1
chr1	16740273	16740274	.	-1	-1	.	-1
chr1	17018664	17018665	.	-1	-1	.	-1
chr1	19215660	19215661	.	-1	-1	.	-1
chr1	19338775	19338776	.	-1	-1	.	-1
chr1	21822244	21822245	.	-1	-1	.	-1
chr1	22052627	22052628	.	-1	-1	.	-1
chr1	22117313	22117314	.	-1	-1	.	-1
chr1	23380909	23380910	chr1	23380529	23381427	0.012	1
chr1	23557926	23557927	chr1	23552415	23557943	0.396	1
chr1	23743448	23743449	.	-1	-1	.	-1
chr1	23964347	23964348	.	-1	-1	.	-1
chr1	26280086	26280087	.	-1	-1	.	-1
chr1	26693236	26693237	.	-1	-1	.	-1
chr1	27534035	27534036	chr1	27527304	27551873	0.802	1
chr1	28236109	28236110	.	-1	-1	.	-1
chr1	31365253	31365254	chr1	31361016	31368090	0.598	1
chr1	32292083	32292084	.	-1	-1	.	-1
chr1	34792999	34793000	.	-1	-1	.	-1
chr1	36084094	36084095	.	-1	-1	.	-1
chr1	36155579	36155580	.	-1	-1	.	-1
chr1	39623435	39623436	chr1	39611878	39631500	0.686	1
chr1	40161387	40161388	.	-1	-1	.	-1
chr1	40691648	40691649	.	-1	-1	.	-1
chr1	43300982	43300983	.	-1	-1	.	-1
chr1	44819154	44819155	.	-1	-1	.	-1
chr1	51354263	51354264	.	-1	-1	.	-1
chr1	58776845	58776846	.	-1	-1	.	-1
chr1	59893308	59893309	.	-1	-1	.	-1
chr1	63523372	63523373	.	-1	-1	.	-1
chr1	66812885	66812886	.	-1	-1	.	-1
chr1	70411218	70411219	.	-1	-1	.	-1
chr1	77888513	77888514	.	-1	-1	.	-1
chr1	84498323	84498324	.	-1	-1	.	-1
chr1	85580761	85580762	.	-1	-1	.	-1
chr1	91680343	91680344	.	-1	-1	.	-1
chr1	94896949	94896950	.	-1	-1	.	-1
chr1	100325629	100325630	.	-1	-1	.	-1
chr1	102876467	102876468	.	-1	-1	.	-1
chr1	103655760	103655761	.	-1	-1	.	-1
chr1	109249539	109249540	.	-1	-1	.	-1
chr1	109656099	109656100	.	-1	-1	.	-1
chr1	109733932	109733933	.	-1	-1	.	-1
chr1	111414319	111414320	.	-1	-1	.	-1
chr1	112466541	112466542	.	-1	-1	.	-1
chr1	115698038	115698039	.	-1	-1	.	-1
chr1	119911553	119911554	.	-1	-1	.	-1
chr1	147541501	147541502	.	-1	-1	.	-1
chr1	147756199	147756200	.	-1	-1	.	-1
chr1	150265399	150265400	.	-1	-1	.	-1
chr1	153357854	153357855	.	-1	-1	.	-1
chr1	153390032	153390033	.	-1	-1	.	-1
chr1	153618779	153618780	.	-1	-1	.	-1
chr1	154272355	154272356	.	-1	-1	.	-1
chr1	154581695	154581696	.	-1	-1	.	-1
