X	154411957
X	154412084
X	154413206
X	154413206
X	154420211
X	154420657
X	74524810
16	173123
16	173692
12	114366393
12	32841207
6	131868128
6	131882343
6	131860507
16	16173283
20	10407614
X	31178664
X	31182736
X	31209700
X	31223122
X	31479104
X	31627863
X	31679588
X	32595755
X	32342283
X	32468497
X	32573639
X	32573744
X	32573529
X	31478982
X	31182906
1	156136919
11	5226929
11	5226576
10	74970018
10	74976331
10	75021880
3	38562413
3	38560146
5	87349213
7	100806419
7	100806419
5	87268994
5	87353237
5	87379851
5	129647896
X	154364720
7	123656237
X	154420736
2	178542263
11	47336013
7	150952424
12	32796108
6	7559225
3	38562414
11	2528019
11	2661960
11	47333192
1	156136122
1	156136437
3	38605949
X	120447840
2	178559309
X	33211281
19	11100346
19	11102662
19	11102663
19	11105602
19	11107391
19	11113763
19	11116093
19	11116858
19	11116999
19	11117000
19	11123345
19	11123345
19	11128086
19	11129511
19	11105218
19	11105219
19	11111513
19	11120091
19	11120523
22	20994728
19	11105601
11	47333556
11	47337796
11	47333192
11	2583546
11	2572987
11	47343020
12	32850765
12	32868925
12	32841027
12	32802402
12	32824163
3	38620842
12	32802557
11	47342745
11	47343147
11	47332565
X	33211281
19	11100222
19	11100221
11	47348542
14	23431584
11	47346372
17	68515577
17	68523817
17	68524078
17	68524079
17	68525913
11	119278165
8	60794985
8	60795128
8	60822023
8	60822147
8	60828661
8	60828807
8	60837013
8	60837836
8	60838075
8	60838256
8	60845064
8	60845249
8	60845411
8	60848513
8	60848514
8	60848605
8	60850491
8	60852017
8	60852496
8	60853501
8	60865014
8	60865015
8	60822022
8	60842053
8	60855973
17	16313546
2	199380363
2	199380489
2	199433336
2	199433337
5	128519369
15	96334604
18	47851273
5	173233210
8	11755135
1	156134976
X	53383255
2	142918608
X	120447839
X	120469105
X	120456650
3	149176413
22	19764327
2	178528273
2	178579850
X	32573848
X	31147273
X	31147274
X	31169602
X	31178664
X	31178668
X|X	31178766
X	31178806
X	31180482
X	31182736
X	31182736
X	31182906
X	31203960
X	31203960
X	31206581
X	31206669
X	31209496
X	31209497
X	31223123
X	31261017
X	31323597
X	31323660
X	31478105
X	31478376
X	31496945
X	31507279
X	31507279
X	31627671
X	31627863
X	31657989
X	31657989
X	31679373
X	31679587
X	31729629
X	31773959
X	31774193
X	31819974
X	31875187
X	31875187
X	31875187
X	31875374
X	31875375
X	31875375
X	31932079
X	31932229
X	31932229
X	31968338
X	32287527
X	32287702
X	32346081
X	32364712
X	32380681
X	32386467
X	32389499
X	32448639
X	32454660
X	32454660
