chr1	950385	951076
chr1	26601221	26605050
chr11	60808583	60810623
chr11	60905509	60908833
chr11	60916775	60922405
chr1	26608096	26609242
chr11	61213048	61217621
chr11	61393041	61396901
chr11	61460342	61469360
chr11	61472447	61475337
chr11	61484638	61487557
chr11	61493090	61501533
chr11	61521636	61546615
chr11	61546971	61552309
chr11	61552668	61557756
chr11	61581195	61582819
chr11	61585854	61586526
chr11	61597280	61603974
chr11	61626828	61631711
chr11	61635853	61639955
chr11	61654095	61656875
chr11	61660546	61661059
chr11	61674055	61680264
chr11	61688609	61692813
chr11	61727949	61732072
chr11	61736612	61743252
chr1	26826229	26829064
chr11	62161591	62171462
chr11	62266663	62277430
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62305267	62312768
chr11	62305267	62312768
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62315785	62317310
chr11	62318561	62319679
chr11	62318561	62319679
chr11	62318561	62319679
chr11	62318561	62319679
chr11	62322695	62325709
chr11	62322695	62325709
chr11	62318561	62319679
chr11	62318561	62319679
chr11	62322695	62325709
chr11	62322695	62325709
chr11	62318561	62319679
chr11	62318561	62319679
chr11	62322695	62325709
