chr1	1173880	1197936	chr1	1182173	1184675	0.044	1
chr1	1335276	1349418	chr1	1336578	1337872	0.019	1
chr1	2528745	2530263	.	-1	-1	.	-1
chr1	5862811	5992473	chr1	5887850	5890298	0.048	1
chr1	6101787	6180321	.	-1	-1	.	-1
chr1	8352397	8848921	chr1	8377313	8383705	0.385	1
chr1	10636604	10796650	chr1	10640740	10644591	0.332	1
chr1	11785723	11806455	chr1	11783437	11801745	0.642	1
chr1	11845709	11848345	chr1	11845360	11846283	0.043	1
chr1	11857464	11858945	.	-1	-1	.	-1
chr1	16740273	16972964	chr1	16906276	16907408	0.063	1
chr1	17018664	17054151	chr1	17051165	17052531	0.011	1
chr1	19215660	19251552	chr1	19232037	19234541	0.063	1
chr1	19338775	19485539	chr1	19341895	19349400	0.127	1
chr1	21822244	21937310	chr1	21833299	21834422	0.016	1
chr1	22052627	22101360	chr1	22054457	22057696	0.083	1
chr1	22117313	22143969	chr1	22122022	22123084	0.014	1
chr1	23380909	23424748	chr1	23387174	23388201	0.133	1
chr1	23557926	23559501	chr1	23552415	23557943	0.396	1
chr1	23743448	23762059	chr1	23753626	23755177	0.029	1
chr1	23964347	23980927	chr1	23964721	23966145	0.036	1
chr1	26280086	26281522	.	-1	-1	.	-1
chr1	26693236	26782104	chr1	26700613	26703415	0.146	1
chr1	27534035	27604431	chr1	27551950	27585094	0.906	1
chr1	28236109	28246906	chr1	28243586	28245643	0.119	1
chr1	31365253	31376850	chr1	31361016	31368090	0.598	1
chr1	32292083	32333635	chr1	32321784	32323988	0.042	1
chr1	34792999	34795747	chr1	34794497	34804760	0.13	1
chr1	36084094	36088275	.	-1	-1	.	-1
chr1	36155579	36180849	chr1	36178968	36181512	0.285	1
chr1	39623435	39639643	chr1	39634915	39638445	0.413	1
chr1	40161387	40240921	chr1	40162906	40164225	0.145	1
chr1	40691648	40771603	chr1	40696139	40697576	0.023	1
chr1	43300982	43323108	chr1	43308719	43310086	0.016	1
chr1	44819154	44843253	chr1	44821497	44823887	0.198	1
chr1	51354263	51519328	chr1	51410185	51411542	0.013	1
chr1	58776845	58784048	chr1	58781671	58782521	0.033	1
chr1	59893308	59926773	chr1	59907064	59908428	0.038	1
chr1	63523372	63572693	chr1	63538270	63539704	0.03	1
chr1	66812885	66924856	.	-1	-1	.	-1
chr1	70411218	70439851	.	-1	-1	.	-1
chr1	77888513	77943895	chr1	77891039	77905320	0.493	1
chr1	84498323	84506581	chr1	84498596	84502333	0.045	1
chr1	85580761	85584589	chr1	85583787	85590779	0.115	1
chr1	91680343	91906335	chr1	91692307	91695544	0.236	1
chr1	94896949	94927223	chr1	94897650	94899244	0.032	1
chr1	100325629	100520277	chr1	100395273	100397314	0.026	1
chr1	102876467	103108872	.	-1	-1	.	-1
chr1	103655760	103664554	.	-1	-1	.	-1
chr1	109249539	109275751	chr1	109251518	109256714	0.192	1
chr1	109656099	109665496	chr1	109657835	109659072	0.021	1
chr1	109733932	109741038	.	-1	-1	.	-1
chr1	111414319	111427735	.	-1	-1	.	-1
chr1	112466541	112530165	chr1	112501224	112504842	0.232	1
chr1	115698038	115837921	chr1	115699329	115700592	0.036	1
chr1	119911553	120100779	chr1	119935809	119936685	0.013	1
chr1	147541501	147626216	chr1	147543158	147544813	0.407	1
chr1	147756199	147773362	chr1	147762077	147764646	0.134	1
chr1	150265399	150269580	.	-1	-1	.	-1
chr1	153357854	153361023	.	-1	-1	.	-1
chr1	153390032	153391073	.	-1	-1	.	-1
chr1	153618779	153634412	chr1	153625009	153625548	0.025	1
chr1	154272355	154275875	.	-1	-1	.	-1
chr1	154581695	154628013	chr1	154621422	154623904	0.043	1
chr1	155127876	155134899	chr1	155129387	155133843	0.087	1
chr1	155897808	155911404	.	-1	-1	.	-1
chr1	156082572	156140081	chr1	156084077	156087226	0.085	1
